symbol,company_name,effective_from,effective_to,is_current
20th Century Finance Corporation Ltd.,20th Century Finance Corporation Ltd.,1998-08-01,1999-02-03,False
3M India Ltd.,3M India Ltd.,1998-08-01,,True
ABB India Ltd.,ABB India Ltd.,1998-08-01,,True
ACC Ltd.,ACC Ltd.,1998-08-01,,True
AGC Networks Ltd.,AGC Networks Ltd.,1998-08-01,2011-03-25,False
AP Paper Mills Ltd.,AP Paper Mills Ltd.,1998-08-01,2002-04-23,False
APR Ltd.,APR Ltd.,1998-08-01,2000-09-03,False
ATV Projects India Ltd.,ATV Projects India Ltd.,1998-08-01,1999-02-03,False
Aban Offshore Ltd.,Aban Offshore Ltd.,1998-08-01,,True
Abbott India Ltd.,Abbott India Ltd.,1998-08-01,2003-04-01,False
Adani Enterprises Ltd.,Adani Enterprises Ltd.,1998-08-01,,True
Aditya Birla Nuvo Ltd.,Aditya Birla Nuvo Ltd.,1998-08-01,2015-10-19,False
Ador Welding Ltd.,Ador Welding Ltd.,1998-08-01,2011-10-10,False
Agro Tech Foods Ltd.,Agro Tech Foods Ltd.,1998-08-01,,True
Ahmednagar Forgings Ltd.,Ahmednagar Forgings Ltd.,1998-08-01,1999-09-08,False
Akzo Nobel India Ltd.,Akzo Nobel India Ltd.,1998-08-01,,True
Alembic Ltd.,Alembic Ltd.,1998-08-01,2011-04-11,False
Alfa Laval (India) Ltd.,Alfa Laval (India) Ltd.,1998-08-01,2012-04-12,False
Alpic Finance Ltd.,Alpic Finance Ltd.,1998-08-01,2002-01-17,False
Alpine Industries Ltd.,Alpine Industries Ltd.,1998-08-01,1999-05-26,False
Altos India Ltd.,Altos India Ltd.,1998-08-01,1999-05-26,False
Ambalal Sarabhai Enterprises Ltd.,Ambalal Sarabhai Enterprises Ltd.,1998-08-01,2002-03-29,False
Ambuja Cements Ltd.,Ambuja Cements Ltd.,1998-08-01,,True
Amrut Industries Ltd.,Amrut Industries Ltd.,1998-08-01,1999-02-03,False
Andhra Valley Power Supply Co. Ltd.,Andhra Valley Power Supply Co. Ltd.,1998-08-01,2000-11-29,False
Apollo Hospitals Enterprises Ltd.,Apollo Hospitals Enterprises Ltd.,1998-08-01,,True
Apollo Tyres Ltd.,Apollo Tyres Ltd.,1998-08-01,,True
Apple Credit Corporation Ltd.,Apple Credit Corporation Ltd.,1998-08-01,2001-08-31,False
Apple Finance Ltd.,Apple Finance Ltd.,1998-08-01,2001-12-07,False
Aptech Ltd. (Erstwhile),Aptech Ltd. (Erstwhile),1998-08-01,2002-01-29,False
Arvind Ltd.,Arvind Ltd.,1998-08-01,2015-02-02,False
Arvind Polycot Ltd.,Arvind Polycot Ltd.,1998-08-01,1999-05-26,False
Ashok Leyland Finance Ltd.,Ashok Leyland Finance Ltd.,1998-08-01,2004-07-09,False
Ashok Leyland Ltd.,Ashok Leyland Ltd.,1998-08-01,,True
Asian Coffee Ltd.,Asian Coffee Ltd.,1998-08-01,1999-12-08,False
Asian Electronics Ltd.,Asian Electronics Ltd.,1998-08-01,2011-03-25,False
Asian Hotels (North) Ltd.,Asian Hotels (North) Ltd.,1998-08-01,2010-02-24,False
Asian Paints Ltd.,Asian Paints Ltd.,1998-08-01,,True
Assam Company India Ltd.,Assam Company India Ltd.,1998-08-01,2002-07-09,False
AstraZenca Pharma India Ltd.,AstraZenca Pharma India Ltd.,1998-08-01,,True
Atcom Technologies Ltd.,Atcom Technologies Ltd.,1998-08-01,2004-12-10,False
Atlas Copco (India) Ltd.,Atlas Copco (India) Ltd.,1998-08-01,2003-04-01,False
Atlas Cycle (Haryana) Ltd.,Atlas Cycle (Haryana) Ltd.,1998-08-01,2007-04-04,False
Atul Ltd.,Atul Ltd.,1998-08-01,,True
Automotive Axles Ltd.,Automotive Axles Ltd.,1998-08-01,2002-09-19,False
Autoriders Finance Ltd.,Autoriders Finance Ltd.,1998-08-01,1999-09-08,False
BASF India Ltd.,BASF India Ltd.,1998-08-01,,True
BEML Ltd.,BEML Ltd.,1998-08-01,,True
BIL Industries Ltd.,BIL Industries Ltd.,1998-08-01,1999-05-26,False
BPL Engineering Ltd.,BPL Engineering Ltd.,1998-08-01,2004-12-10,False
BPL Ltd.,BPL Ltd.,1998-08-01,2011-03-25,False
Bajaj Auto Ltd.,Bajaj Auto Ltd.,1998-08-01,2008-03-14,False
Bajaj Finance Ltd.,Bajaj Finance Ltd.,1998-08-01,,True
Bajaj Hindusthan Ltd.,Bajaj Hindusthan Ltd.,1998-08-01,2002-04-23,False
Bajaj Tempo Ltd.,Bajaj Tempo Ltd.,1998-08-01,2001-04-25,False
Balaji Distilleries Ltd.,Balaji Distilleries Ltd.,1998-08-01,2004-03-15,False
Ballarpur Industries Ltd.,Ballarpur Industries Ltd.,1998-08-01,2008-02-29,False
Balrampur Chini Mills Ltd.,Balrampur Chini Mills Ltd.,1998-08-01,,True
Bank of Baroda,Bank of Baroda,1998-08-01,,True
Bank of India,Bank of India,1998-08-01,,True
Bannari Amman Sugars Ltd.,Bannari Amman Sugars Ltd.,1998-08-01,2013-09-27,False
Baroda Rayon Corporation Ltd.,Baroda Rayon Corporation Ltd.,1998-08-01,2000-09-03,False
Bata India Ltd.,Bata India Ltd.,1998-08-01,,True
Bayer Cropscience Ltd.,Bayer Cropscience Ltd.,1998-08-01,2003-04-07,False
Bell Ceramics Ltd.,Bell Ceramics Ltd.,1998-08-01,1999-09-08,False
Berger Paints India Ltd.,Berger Paints India Ltd.,1998-08-01,,True
Bharat Bijlee Ltd.,Bharat Bijlee Ltd.,1998-08-01,2000-09-03,False
Bharat Electronics Ltd.,Bharat Electronics Ltd.,1998-08-01,,True
Bharat Forge Ltd.,Bharat Forge Ltd.,1998-08-01,,True
Bharat Heavy Electricals Ltd.,Bharat Heavy Electricals Ltd.,1998-08-01,,True
Bharat Petroleum Corporation Ltd.,Bharat Petroleum Corporation Ltd.,1998-08-01,,True
Bharti Telecom Ltd.-Suspended,Bharti Telecom Ltd.-Suspended,1998-08-01,1999-12-08,False
Binani Industries Ltd.,Binani Industries Ltd.,1998-08-01,2002-09-19,False
Birla Corporation Ltd.,Birla Corporation Ltd.,1998-08-01,,True
Birla Global Finance Ltd.,Birla Global Finance Ltd.,1998-08-01,2006-07-10,False
Birla Power Solutions Ltd.,Birla Power Solutions Ltd.,1998-08-01,2002-03-29,False
Blow Plast Ltd.,Blow Plast Ltd.,1998-08-01,2002-04-23,False
Blue Star Ltd.,Blue Star Ltd.,1998-08-01,,True
Bombay Burmah Trading Corporation Ltd.,Bombay Burmah Trading Corporation Ltd.,1998-08-01,2000-09-03,False
Bombay Dyeing & Manufacturing Co. Ltd.,Bombay Dyeing & Manufacturing Co. Ltd.,1998-08-01,,True
Bongaigaon Refinery & Petrochemicals Ltd.,Bongaigaon Refinery & Petrochemicals Ltd.,1998-08-01,2009-04-21,False
Bosch Ltd.,Bosch Ltd.,1998-08-01,,True
Brabourne Enterprises Ltd.,Brabourne Enterprises Ltd.,1998-08-01,2008-02-15,False
Britannia Industries Ltd.,Britannia Industries Ltd.,1998-08-01,,True
Burroughs Wellcome (India) Ltd.,Burroughs Wellcome (India) Ltd.,1998-08-01,2003-04-01,False
CESC Ltd.,CESC Ltd.,1998-08-01,,True
CFL Capital Financial Services Ltd.,CFL Capital Financial Services Ltd.,1998-08-01,2002-11-11,False
CRISIL Ltd.,CRISIL Ltd.,1998-08-01,,True
Cable Corporation of India Ltd.,Cable Corporation of India Ltd.,1998-08-01,2001-08-31,False
Cabot India Ltd.,Cabot India Ltd.,1998-08-01,2002-07-09,False
Cadbury India Ltd.,Cadbury India Ltd.,1998-08-01,2002-09-19,False
Caprihans India Ltd.,Caprihans India Ltd.,1998-08-01,2002-03-29,False
Carborundum Universal Ltd.,Carborundum Universal Ltd.,1998-08-01,,True
Carrier Aircon Ltd.,Carrier Aircon Ltd.,1998-08-01,2003-04-01,False
Castrol (India) Ltd.,Castrol (India) Ltd.,1998-08-01,2014-02-28,False
Ceat Ltd.,Ceat Ltd.,1998-08-01,2007-12-26,False
Centak Chemicals Ltd.,Centak Chemicals Ltd.,1998-08-01,2002-03-29,False
Century Enka Ltd.,Century Enka Ltd.,1998-08-01,,True
Century Textile & Industries Ltd.,Century Textile & Industries Ltd.,1998-08-01,,True
Chambal Fertilizers & Chemicals Ltd.,Chambal Fertilizers & Chemicals Ltd.,1998-08-01,,True
Cheminor Drugs Ltd.,Cheminor Drugs Ltd.,1998-08-01,2000-12-13,False
Chemplast Sanmar Ltd.,Chemplast Sanmar Ltd.,1998-08-01,2012-06-18,False
Chennai Petroleum Corporation Ltd.,Chennai Petroleum Corporation Ltd.,1998-08-01,,True
Chicago Pneumatic India Ltd.,Chicago Pneumatic India Ltd.,1998-08-01,2001-01-10,False
Chowgule Steamships Ltd.,Chowgule Steamships Ltd.,1998-08-01,1999-09-08,False
Cipla Ltd.,Cipla Ltd.,1998-08-01,,True
Clariant (India) Ltd.,Clariant (India) Ltd.,1998-08-01,2006-04-13,False
Clariant Chemicals (India) Ltd.,Clariant Chemicals (India) Ltd.,1998-08-01,,True
Colgate Palmolive (India) Ltd.,Colgate Palmolive (India) Ltd.,1998-08-01,2007-11-29,False
Core Healthcare Ltd.,Core Healthcare Ltd.,1998-08-01,2000-05-24,False
Cosmo Films Ltd.,Cosmo Films Ltd.,1998-08-01,2011-10-10,False
Crompton Greaves Ltd.,Crompton Greaves Ltd.,1998-08-01,,True
Cummins India Ltd.,Cummins India Ltd.,1998-08-01,,True
DCL Polyesters Ltd.,DCL Polyesters Ltd.,1998-08-01,2002-03-29,False
DCW Ltd.,DCW Ltd.,1998-08-01,2015-03-27,False
DIC India Ltd.,DIC India Ltd.,1998-08-01,2009-03-27,False
Dabur India Ltd.,Dabur India Ltd.,1998-08-01,,True
Daewoo Motors India Ltd.,Daewoo Motors India Ltd.,1998-08-01,2002-09-19,False
Dalmia Bharat Sugar and Industries Ltd.,Dalmia Bharat Sugar and Industries Ltd.,1998-08-01,2010-09-24,False
Deepak Fertilisers & Petrochemicals Corp. Ltd.,Deepak Fertilisers & Petrochemicals Corp. Ltd.,1998-08-01,2002-09-19,False
Denso India Ltd.,Denso India Ltd.,1998-08-01,2002-10-11,False
Dewan Rubber Industries Ltd.,Dewan Rubber Industries Ltd.,1998-08-01,1999-09-08,False
Dhampur Sugar Mills Ltd.,Dhampur Sugar Mills Ltd.,1998-08-01,2012-04-27,False
Dharamsi Morarji Chemical Co. Ltd.,Dharamsi Morarji Chemical Co. Ltd.,1998-08-01,1999-09-08,False
Digital Globalsoft Ltd.,Digital Globalsoft Ltd.,1998-08-01,2004-04-12,False
Digjam Ltd.,Digjam Ltd.,1998-08-01,2005-09-26,False
Dr. Reddy's Laboratories Ltd.,Dr. Reddy's Laboratories Ltd.,1998-08-01,,True
E.I.D. Parry (India) Ltd.,E.I.D. Parry (India) Ltd.,1998-08-01,,True
EIH Ltd.,EIH Ltd.,1998-08-01,,True
ESAB India Ltd.,ESAB India Ltd.,1998-08-01,,True
Elecon Engineering Co. Ltd.,Elecon Engineering Co. Ltd.,1998-08-01,2002-03-29,False
Electrex (India) Ltd.,Electrex (India) Ltd.,1998-08-01,2000-05-24,False
Electrosteel Castings Ltd.,Electrosteel Castings Ltd.,1998-08-01,,True
Elgi Equipments Ltd.,Elgi Equipments Ltd.,1998-08-01,,True
Escorts Ltd.,Escorts Ltd.,1998-08-01,,True
Eskay K'n'IT (India) Ltd.,Eskay K'n'IT (India) Ltd.,1998-08-01,1999-02-03,False
Essar Oil Ltd.,Essar Oil Ltd.,1998-08-01,2014-03-28,False
Essar Ports Ltd.,Essar Ports Ltd.,1998-08-01,2011-05-18,False
Essar Steel Ltd.,Essar Steel Ltd.,1998-08-01,2007-12-07,False
Essel Propack Ltd.,Essel Propack Ltd.,1998-08-01,,True
Everest Industries Ltd.,Everest Industries Ltd.,1998-08-01,2011-10-10,False
Excel Industries Ltd.- Arrangement,Excel Industries Ltd.- Arrangement,1998-08-01,2003-09-29,False
Exide Industries Ltd.,Exide Industries Ltd.,1998-08-01,,True
FDC Ltd.,FDC Ltd.,1998-08-01,,True
FGP Ltd.,FGP Ltd.,1998-08-01,1999-12-08,False
Fag Bearings India Ltd.,Fag Bearings India Ltd.,1998-08-01,,True
Federal Bank Ltd.,Federal Bank Ltd.,1998-08-01,,True
Federal-Mogul Goetze (India) Ltd.,Federal-Mogul Goetze (India) Ltd.,1998-08-01,,True
Finolex Cables Ltd.,Finolex Cables Ltd.,1998-08-01,,True
Finolex Industries Ltd.,Finolex Industries Ltd.,1998-08-01,,True
Flat Products Equipments (India) Ltd.,Flat Products Equipments (India) Ltd.,1998-08-01,2001-12-07,False
Forbes Gokak Ltd.,Forbes Gokak Ltd.,1998-08-01,2002-09-19,False
Foseco India Ltd.,Foseco India Ltd.,1998-08-01,2009-03-27,False
Fulford (India) Ltd.,Fulford (India) Ltd.,1998-08-01,2002-09-19,False
GAIL (India) Ltd.,GAIL (India) Ltd.,1998-08-01,,True
GHCL Ltd.,GHCL Ltd.,1998-08-01,,True
GKN Driveshafts Ltd. -Delisted,GKN Driveshafts Ltd. -Delisted,1998-08-01,2002-09-19,False
GTL Ltd.,GTL Ltd.,1998-08-01,2013-04-01,False
GTN Industries Ltd.,GTN Industries Ltd.,1998-08-01,2007-04-04,False
Ganesh Benzoplast Ltd.,Ganesh Benzoplast Ltd.,1998-08-01,2002-04-23,False
Garden Silk Mills Ltd.,Garden Silk Mills Ltd.,1998-08-01,2012-09-28,False
Garware Polyester Ltd.,Garware Polyester Ltd.,1998-08-01,2001-12-07,False
Garware-Wall Ropes Ltd.,Garware-Wall Ropes Ltd.,1998-08-01,2002-09-19,False
German Remedies Ltd.,German Remedies Ltd.,1998-08-01,2003-09-05,False
Gillette India Ltd.,Gillette India Ltd.,1998-08-01,,True
GlaxoSmithkline Consumer Healthcare Ltd.,GlaxoSmithkline Consumer Healthcare Ltd.,1998-08-01,,True
Glaxosmithkline Pharmaceuticals Ltd.,Glaxosmithkline Pharmaceuticals Ltd.,1998-08-01,,True
Godavari Fertilisers & Chemicals Ltd.,Godavari Fertilisers & Chemicals Ltd.,1998-08-01,2008-02-15,False
Godfrey Phillips India Ltd.,Godfrey Phillips India Ltd.,1998-08-01,,True
Godrej Industries Ltd.-Old,Godrej Industries Ltd.-Old,1998-08-01,2002-07-18,False
Golden Tobacco Ltd.,Golden Tobacco Ltd.,1998-08-01,1999-05-26,False
Good Value Marketing Co. Ltd.,Good Value Marketing Co. Ltd.,1998-08-01,1999-02-03,False
Goodricke Group Ltd.,Goodricke Group Ltd.,1998-08-01,2002-09-19,False
Goodyear India Ltd.,Goodyear India Ltd.,1998-08-01,2002-09-19,False
Grasim Industries Ltd.,Grasim Industries Ltd.,1998-08-01,2010-05-26,False
Great Eastern Shipping Co. Ltd.,Great Eastern Shipping Co. Ltd.,1998-08-01,2006-11-08,False
Greaves Cotton Ltd.,Greaves Cotton Ltd.,1998-08-01,2002-09-19,False
Grindwell Norton Ltd.,Grindwell Norton Ltd.,1998-08-01,2002-04-23,False
Gujarat Alkalies & Chemicals Ltd.,Gujarat Alkalies & Chemicals Ltd.,1998-08-01,,True
Gujarat Fluorochemicals Ltd.,Gujarat Fluorochemicals Ltd.,1998-08-01,,True
Gujarat Gas Co. Ltd.,Gujarat Gas Co. Ltd.,1998-08-01,2015-02-02,False
Gujarat Industries Power Co. Ltd.,Gujarat Industries Power Co. Ltd.,1998-08-01,,True
Gujarat Lease Financing Ltd.,Gujarat Lease Financing Ltd.,1998-08-01,2001-04-25,False
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,1998-08-01,,True
Gujarat State Fertilizers & Chemicals Ltd.,Gujarat State Fertilizers & Chemicals Ltd.,1998-08-01,,True
H.E.G. Ltd.,H.E.G. Ltd.,1998-08-01,,True
HAMCO Mining & Smelting Ltd.,HAMCO Mining & Smelting Ltd.,1998-08-01,2000-12-13,False
HCL Infosystems Ltd.,HCL Infosystems Ltd.,1998-08-01,,True
HDFC Bank Ltd.,HDFC Bank Ltd.,1998-08-01,,True
HIL Ltd.,HIL Ltd.,1998-08-01,2002-04-23,False
Harrisons Malayalam Ltd.,Harrisons Malayalam Ltd.,1998-08-01,2010-08-31,False
HeidelbergCement India Ltd.,HeidelbergCement India Ltd.,1998-08-01,2004-12-10,False
Herbertsons Ltd.,Herbertsons Ltd.,1998-08-01,2000-12-13,False
Hero MotoCorp Ltd.,Hero MotoCorp Ltd.,1998-08-01,,True
Himachal Fut Com Ltd.- Old,Himachal Fut Com Ltd.- Old,1998-08-01,2011-02-08,False
Himatsingka Seide Ltd.,Himatsingka Seide Ltd.,1998-08-01,,True
Hind Lever Chemicals Ltd.,Hind Lever Chemicals Ltd.,1998-08-01,2004-06-14,False
Hind Syntex Ltd.,Hind Syntex Ltd.,1998-08-01,2002-01-17,False
Hindalco Industries Ltd.,Hindalco Industries Ltd.,1998-08-01,,True
Hindustan Construction Co. Ltd.,Hindustan Construction Co. Ltd.,1998-08-01,,True
Hindustan Development Corporation Ltd.,Hindustan Development Corporation Ltd.,1998-08-01,2000-12-13,False
Hindustan Motors Ltd.,Hindustan Motors Ltd.,1998-08-01,2011-01-20,False
Hindustan Oil Exploration Co. Ltd.,Hindustan Oil Exploration Co. Ltd.,1998-08-01,,True
Hindustan Organic Chemicals Ltd.,Hindustan Organic Chemicals Ltd.,1998-08-01,2005-09-26,False
Hindustan Petroleum Corporation Ltd.,Hindustan Petroleum Corporation Ltd.,1998-08-01,,True
Hindustan Powerplus Ltd.,Hindustan Powerplus Ltd.,1998-08-01,2002-09-19,False
Hindustan Unilever Ltd.,Hindustan Unilever Ltd.,1998-08-01,,True
Hindustan Zinc Ltd.,Hindustan Zinc Ltd.,1998-08-01,2003-04-01,False
Hitech Drilling Services India Ltd.,Hitech Drilling Services India Ltd.,1998-08-01,2002-04-23,False
Hoganas India Ltd.- Sus,Hoganas India Ltd.- Sus,1998-08-01,2002-05-21,False
Honda SIEL Power Products Ltd.,Honda SIEL Power Products Ltd.,1998-08-01,2009-10-22,False
Honeywell Automation India Ltd.,Honeywell Automation India Ltd.,1998-08-01,,True
Hotel Leela Venture Ltd.,Hotel Leela Venture Ltd.,1998-08-01,,True
Housing Development Finance Corporation Ltd.,Housing Development Finance Corporation Ltd.,1998-08-01,,True
I G Petrochemicals Ltd.,I G Petrochemicals Ltd.,1998-08-01,2002-03-29,False
I T C Bhadrachalam Paper Boards Ltd.,I T C Bhadrachalam Paper Boards Ltd.,1998-08-01,2002-04-23,False
I T C Ltd.,I T C Ltd.,1998-08-01,,True
IBP Co. Ltd.,IBP Co. Ltd.,1998-08-01,2007-06-04,False
ICICI Ltd.,ICICI Ltd.,1998-08-01,2002-04-23,False
IDBI Bank Ltd.,IDBI Bank Ltd.,1998-08-01,,True
IDI Ltd.,IDI Ltd.,1998-08-01,2001-04-25,False
IFB Industries Ltd.,IFB Industries Ltd.,1998-08-01,2000-09-03,False
IFCI Ltd.,IFCI Ltd.,1998-08-01,2004-12-10,False
IP Rings Ltd.,IP Rings Ltd.,1998-08-01,2002-04-23,False
ISMT Ltd.,ISMT Ltd.,1998-08-01,2000-05-24,False
ITC Hotels Ltd.,ITC Hotels Ltd.,1998-08-01,2005-04-08,False
ITD Cementation India Ltd.,ITD Cementation India Ltd.,1998-08-01,2004-12-10,False
ITI Ltd.,ITI Ltd.,1998-08-01,2004-12-10,False
ITW Signode India Ltd.- Sus,ITW Signode India Ltd.- Sus,1998-08-01,2002-04-23,False
India Cements Ltd.,India Cements Ltd.,1998-08-01,,True
India Glycols Ltd.,India Glycols Ltd.,1998-08-01,2014-09-19,False
India Gypsum Ltd.,India Gypsum Ltd.,1998-08-01,2005-01-05,False
India Securities Ltd.,India Securities Ltd.,1998-08-01,1999-05-26,False
Indian Aluminium Co. Ltd.,Indian Aluminium Co. Ltd.,1998-08-01,2003-12-11,False
Indian Card Clothing Co. Ltd.,Indian Card Clothing Co. Ltd.,1998-08-01,2008-09-10,False
Indian Hotels Co. Ltd.,Indian Hotels Co. Ltd.,1998-08-01,,True
Indian Organic Chemicals Ltd.,Indian Organic Chemicals Ltd.,1998-08-01,2001-12-07,False
Indian Petrochemicals Corporation Ltd.,Indian Petrochemicals Corporation Ltd.,1998-08-01,2007-10-05,False
Indo Gulf Corporation Ltd.,Indo Gulf Corporation Ltd.,1998-08-01,2003-03-05,False
Indo Rama Synthetics (India) Ltd. - Old,Indo Rama Synthetics (India) Ltd. - Old,1998-08-01,2003-05-23,False
Industrial Oxygen Co. Ltd. -Sus,Industrial Oxygen Co. Ltd. -Sus,1998-08-01,1999-12-08,False
Infomedia Press Ltd.,Infomedia Press Ltd.,1998-08-01,2006-08-10,False
Infosys Ltd.,Infosys Ltd.,1998-08-01,,True
Ingersoll Rand (India) Ltd.,Ingersoll Rand (India) Ltd.,1998-08-01,,True
International Travel House Ltd.,International Travel House Ltd.,1998-08-01,2002-09-19,False
Ion Exchange (India) Ltd.,Ion Exchange (India) Ltd.,1998-08-01,2002-09-19,False
Ipca Laboratories Ltd.,Ipca Laboratories Ltd.,1998-08-01,,True
Ispat Alloys Ltd.,Ispat Alloys Ltd.,1998-08-01,2000-05-24,False
J.B. Chemicals & Pharmaceuticals Ltd.,J.B. Chemicals & Pharmaceuticals Ltd.,1998-08-01,,True
JBF Industries Ltd.,JBF Industries Ltd.,1998-08-01,2001-08-31,False
JCT Electronics Ltd.,JCT Electronics Ltd.,1998-08-01,2001-10-11,False
JCT Ltd.,JCT Ltd.,1998-08-01,2001-12-07,False
